quest_id,name,region_id,min_level,difficulty,reward_gold,reward_xp,required_participants
94,Extended regional portal,6,77,Hard,265.9952413207475,1598.724111301503,1
95,Polarized client-driven access,9,54,Elite,163.87623618177147,1556.7491514329972,1
96,Persistent system-worthy process improvement,8,15,Elite,107.90041458845684,73.97107840837629,5
97,Team-oriented leadingedge support,5,112,Hard,69.89881389029685,91.19688046188664,1
98,Visionary mission-critical attitude,10,8,Easy,134.38317102686085,398.988586805006,2
99,Cross-group heuristic budgetary management,9,67,Medium,25.887828465181318,244.90060821187228,10
100,Reduced solution-oriented parallelism,5,31,Hard,13.050486298337466,1212.8217134435524,1
101,Optional systematic capacity,4,68,Easy,30.12900213824078,967.6064260379485,5
102,Mandatory analyzing frame,9,13,Medium,158.92107578617328,272.9871885934259,2
103,Switchable clear-thinking forecast,6,23,Medium,128.9062662138208,922.951015740579,25
104,Decentralized high-level open architecture,2,36,Medium,69.23868744383599,508.5889505928454,1
105,Open-architected eco-centric database,9,43,Medium,141.90092719039305,3790.627064130113,10
106,Operative well-modulated product,1,28,Medium,46.53092261311503,539.3707091727894,1
107,Fundamental tangible capability,10,100,Medium,44.413003595987284,447.0395836514296,5
108,Switchable neutral migration,5,16,Hard,23.59111472247631,541.3921899512917,1
109,Monitored local protocol,5,117,Elite,111.41017720742961,915.2002330764959,10
110,Profit-focused zero-defect info-mediaries,7,110,Elite,56.952834424755075,425.1810062363206,2
111,User-friendly content-based algorithm,1,87,Easy,46.318582949073374,82.16151084328335,1
112,Integrated holistic throughput,8,88,Elite,24.39855575567193,503.6131966124379,1
113,Profit-focused modular capability,3,5,Hard,189.4053030139546,1461.352101701135,1
114,Team-oriented dynamic orchestration,5,107,Easy,12.368643568745638,247.12029303608915,3
115,Triple-buffered user-facing leverage,10,37,Medium,165.81324594434298,58.32679279978562,2
116,Extended responsive utilization,2,6,Elite,33.53856268701028,449.9291592682234,1
117,Versatile discrete monitoring,6,17,Hard,79.21447837941994,120.08316517615506,3
118,Networked intermediate portal,6,34,Legendary,25.471258135093628,130.80150564140422,25
119,Self-enabling empowering moratorium,8,81,Elite,74.26944704335386,129.35324477217455,1
120,Monitored explicit array,4,55,Easy,94.06174828902417,151.921959718149,1
121,Triple-buffered secondary concept,3,49,Elite,327.9999100715826,467.8176691157305,1
122,Future-proofed zero tolerance interface,6,64,Hard,53.16971433552038,588.4176366989299,1
123,Realigned analyzing system engine,4,72,Easy,35.12762173243916,449.6849399782534,10
124,Object-based mission-critical success,6,25,Hard,226.94190190254022,433.347122214789,1
125,Upgradable logistical emulation,3,81,Medium,37.6845672494464,126.401430057928,1
126,Horizontal actuating portal,10,86,Easy,42.397385826200555,1394.2917537346045,3
127,Robust executive intranet,9,23,Hard,162.79213886871366,178.5596195137598,1
128,Visionary secondary strategy,8,114,Medium,37.45891305872524,331.2441519135982,5
129,Object-based human-resource customer loyalty,3,8,Easy,45.79751313694787,441.9971262236945,10
130,Public-key logistical conglomeration,3,75,Medium,76.0211336487655,56.12714078590684,1
131,Compatible optimizing website,1,1,Medium,11.621016715701707,296.5086644334889,2
132,Assimilated empowering capacity,2,77,Hard,744.1959216900129,148.4792200654865,1
133,Integrated background emulation,10,12,Easy,63.17698262604513,232.48248675667213,1
134,Realigned solution-oriented data-warehouse,1,85,Hard,34.9059887829673,367.4250781502283,1
135,Re-contextualized next generation time-frame,7,32,Easy,135.129009738796,349.9930624249656,2
136,Compatible bifurcated productivity,4,35,Easy,51.806869413843906,2207.116761796581,1
137,Customer-focused mobile website,1,44,Easy,130.25094283823134,433.7214390114337,5
138,Decentralized optimizing firmware,6,36,Elite,39.947703214102454,269.68749944213835,1
139,Multi-channeled logistical matrix,10,42,Easy,67.36703174915931,25.759524133948396,1
140,Multi-channeled 24/7 alliance,6,9,Hard,101.74412383715999,1305.6817695731957,2
141,Advanced non-volatile firmware,1,31,Easy,81.29860680082528,118.2345963557393,10
142,Self-enabling bifurcated customer loyalty,8,107,Easy,38.212824531131716,818.8747968185074,1
143,User-centric systematic encryption,9,78,Legendary,57.768371217348744,1146.716167054101,1
144,Phased zero administration open architecture,3,21,Medium,26.023450752457283,625.3258680521581,2
145,Adaptive bifurcated focus group,9,112,Elite,71.83873395733313,337.7161299198403,2
146,Public-key even-keeled frame,7,38,Medium,104.40478528493622,91.78995661630844,10
147,Centralized clear-thinking intranet,1,13,Medium,59.630477267654065,72.80353846923187,1
148,Optional scalable project,10,104,Medium,29.864218479624974,382.7652204354901,1
149,Digitized directional methodology,4,44,Easy,71.17892165670294,48.17547654400902,1
150,Business-focused analyzing protocol,10,12,Legendary,49.13776774369793,199.0778422474553,5
151,Synergistic asymmetric project,2,104,Easy,106.34170916220184,237.41792675647113,2
152,Synergized cohesive synergy,4,92,Hard,16.751218543243425,569.7891320274547,1
153,Digitized national capability,4,65,Elite,201.3595610336677,1973.9443550983908,2
154,Phased radical ability,9,20,Medium,27.398499043708025,798.2589101212851,1
155,Adaptive executive info-mediaries,10,86,Medium,43.00096078533903,752.813505708672,1
156,Optimized grid-enabled budgetary management,10,51,Easy,55.563023182196716,468.8463732532499,1
157,Switchable impactful protocol,6,28,Easy,12.17079222051276,332.50039172239275,3
158,Up-sized 3rdgeneration application,9,6,Legendary,28.87687849473365,509.65432842959547,2
159,Fully-configurable client-server open system,5,98,Elite,32.283980415349255,590.9308608640464,2
160,Up-sized incremental installation,3,108,Hard,48.686597825810075,1166.1329092877954,2
161,Face-to-face global middleware,8,57,Hard,25.257991544694317,1782.428962645146,3
162,Multi-channeled multimedia customer loyalty,6,5,Hard,15.4618572314026,3515.295202955399,1
163,Business-focused attitude-oriented support,3,107,Easy,177.19597265431528,438.7598559212285,3
164,Realigned content-based Graphical User Interface,8,107,Easy,109.3712184329857,476.62258175673924,10
165,Re-contextualized attitude-oriented architecture,1,24,Legendary,19.9528283921344,699.5082068468067,10
166,Universal next generation algorithm,3,31,Hard,26.545123997972446,327.869534274642,1
167,Implemented regional firmware,8,10,Elite,92.0019706512775,389.0250148872494,1
168,Customizable multi-state project,4,34,Medium,63.08905642577273,286.52055564798724,1
169,Secured dynamic model,3,114,Medium,71.01201450621146,82.85186221495874,5
170,De-engineered attitude-oriented software,6,90,Hard,67.96396859866375,1031.5040983265642,1
171,Proactive client-server project,9,8,Hard,358.80749388265036,194.46921964551456,1
172,Polarized attitude-oriented standardization,5,51,Easy,86.46047310733071,170.1660208232124,1
173,Face-to-face heuristic hierarchy,9,34,Medium,56.582302351652125,167.00854836465945,1
174,Intuitive asynchronous approach,10,10,Legendary,9.989005515323253,1678.356652880541,3
175,Exclusive dedicated encryption,9,55,Medium,14.296797392631062,921.4974374972244,1
176,Phased reciprocal structure,2,48,Easy,19.175554340439273,166.07594862423252,1
177,Customer-focused user-facing challenge,8,50,Medium,135.81912865156806,109.910607692158,1
178,Managed dedicated archive,3,58,Easy,95.52233570618823,190.13365971581894,1
179,Future-proofed systemic collaboration,2,103,Medium,47.25949176022455,2078.303273170651,2
180,Exclusive impactful portal,3,59,Easy,60.236664544956184,394.02714675895425,1
181,Customer-focused mobile core,9,67,Hard,15.260504908327379,857.2913460835463,2
182,Monitored heuristic website,10,104,Hard,66.14133310745129,297.55509575176865,1
183,Object-based systemic toolset,4,99,Easy,18.799407217121544,84.70109510932834,1
184,Customizable fresh-thinking approach,1,3,Medium,90.19394763592364,592.2214092889465,1
185,Vision-oriented zero tolerance customer loyalty,7,72,Easy,72.38344966067227,1050.069144794087,1
186,Open-source asynchronous frame,9,9,Easy,18.779237624754227,369.9296463408145,10
187,Enterprise-wide empowering Internet solution,7,119,Easy,53.231355317197796,778.883915538698,1
188,Streamlined multi-state policy,9,71,Medium,107.87534242399525,275.46419835005315,25
189,Proactive fault-tolerant array,3,57,Easy,19.843718085757267,413.890940126137,10
190,Customizable cohesive structure,3,34,Medium,68.3880591046212,914.9144311676052,2
191,Up-sized mission-critical complexity,2,4,Hard,51.37546167599999,490.8750767632988,2
192,Vision-oriented mission-critical forecast,3,115,Easy,237.04288430248715,3195.773557501003,2
193,Profound clear-thinking infrastructure,5,49,Elite,16.357694297160805,517.3842817669438,3
194,User-friendly explicit customer loyalty,8,64,Easy,94.3633466423484,44.050677701312765,1
195,Synergized modular instruction set,1,88,Easy,50.19833620107797,681.0898469458563,1
196,Decentralized methodical process improvement,4,57,Easy,68.7306963459011,263.0771428209713,1
197,Innovative static application,1,86,Easy,167.09877037358024,608.7541690344015,1
198,Object-based 3rdgeneration attitude,6,111,Hard,44.75218422562549,111.9729323872191,2
199,Diverse systemic encoding,4,85,Hard,63.366181821039156,770.6016448230573,3
200,Integrated mission-critical paradigm,4,111,Easy,48.85222646080485,235.8587045609717,2
201,Enterprise-wide zero tolerance functionalities,1,78,Easy,27.635466052484993,2056.366901876284,1
202,Cross-platform mission-critical software,5,112,Easy,31.116248581682193,2024.3585405111755,2
203,Open-source motivating adapter,3,27,Hard,37.20782768936599,533.2110468248607,1
204,Business-focused high-level methodology,2,42,Elite,99.59646456866388,170.39017135635564,2
205,Mandatory dynamic initiative,9,68,Medium,64.88581702716453,852.1983519071229,1
206,Distributed zero administration implementation,1,15,Hard,26.353840864930113,3629.885700575426,25
207,Organized composite extranet,9,65,Hard,89.14142145410948,204.20099421472383,1
208,Seamless executive groupware,1,65,Legendary,66.66707243341912,201.4863026149519,1
209,Assimilated fresh-thinking strategy,9,26,Easy,21.373972210059716,1772.0942857776797,1
210,Polarized logistical database,5,35,Legendary,31.85417489502119,91.29010352248706,5
211,Universal stable archive,1,7,Easy,52.433977473250835,581.1743035214942,5
212,Automated foreground structure,8,66,Elite,41.85259935190183,259.75232999259566,3
213,Persevering full-range system engine,3,41,Medium,15.25743967738458,264.2563456122612,3
214,Implemented intermediate system engine,8,88,Medium,39.51418815551287,425.59735714358965,3
215,Focused needs-based contingency,7,32,Hard,52.850826995902395,645.4446137373462,1
216,Automated 24hour open architecture,8,96,Easy,36.450079393017496,200.84071152704516,1
217,Adaptive multi-state archive,2,92,Medium,109.60202861634623,636.009134914807,2
218,Object-based asynchronous functionalities,7,92,Easy,370.58978429939793,383.88440741180415,3
219,Enterprise-wide clear-thinking archive,6,19,Hard,74.04361960891629,383.8272994257853,1
220,Intuitive heuristic contingency,3,2,Medium,33.94171827234739,757.6099166036346,2
221,Future-proofed optimal policy,2,98,Hard,85.01139023320484,114.99295446182676,2
222,Sharable 24hour archive,5,43,Medium,126.10468167482553,66.76034878872643,1
223,Cloned high-level knowledge user,8,44,Elite,159.9261702877692,253.33641233144718,10
224,Advanced client-server knowledge user,7,64,Medium,67.06631365916041,258.88235819760047,1
225,Fundamental executive process improvement,9,58,Easy,284.1087171949688,506.20366577864144,1
226,Pre-emptive foreground archive,7,29,Legendary,36.10837863880736,362.06972482613617,2
227,Optimized high-level array,4,7,Easy,15.56588240764136,852.0053215818692,2
228,Re-contextualized needs-based complexity,1,90,Hard,341.7093464131658,351.6758220493973,3
229,Ameliorated tangible flexibility,1,39,Hard,56.895520634295416,103.10458017449184,1
230,Distributed non-volatile contingency,1,52,Medium,101.81752768539677,702.0609548050771,3
231,Diverse optimizing open system,1,75,Easy,8.965556935929497,399.39881226808575,1
232,Vision-oriented needs-based encryption,7,72,Easy,60.42147728795001,690.2969424779537,1
233,Synergistic uniform pricing structure,8,10,Medium,48.330798705203236,397.87823483635964,2
234,Fully-configurable client-driven intranet,10,54,Medium,43.71164450889549,2170.0083269429047,1
235,Down-sized national interface,8,81,Medium,320.2833737491327,996.6715161792102,25
236,Down-sized upward-trending instruction set,10,48,Hard,120.99786116183853,488.3422643661471,5
237,Cloned stable superstructure,2,116,Easy,52.07065096060294,224.4245239300148,5
238,Inverse optimizing open architecture,1,21,Medium,40.688277971480986,407.23409816529255,1
239,Innovative cohesive circuit,3,17,Medium,11.922474365974512,3613.253779737162,1
240,Centralized asynchronous firmware,1,7,Elite,48.117092276529,124.83851227448869,1
241,Grass-roots zero tolerance policy,5,42,Medium,31.11225907056885,1457.722226860729,2
242,Universal hybrid toolset,9,59,Elite,30.388268734968964,166.32787641846372,2
243,Persevering radical core,9,90,Legendary,105.62518346871713,2418.641595546974,3
244,Profit-focused multimedia knowledgebase,9,34,Medium,30.261590077077926,203.28224148465063,10
245,Implemented bottom-line moratorium,7,7,Hard,21.550130705358757,421.3703270052914,1
246,Business-focused coherent leverage,5,104,Easy,65.7839633338241,365.3961184184746,1
247,Team-oriented global hardware,6,52,Easy,53.45952633651947,521.025154865083,1
248,Organized encompassing instruction set,3,9,Easy,274.0855314130421,1390.6475439234775,1
249,Assimilated optimal benchmark,10,76,Elite,164.774525011426,199.03776208176683,5
250,Triple-buffered demand-driven data-warehouse,2,38,Hard,36.88486081113397,179.6694343996555,2
251,Advanced multimedia knowledge user,4,117,Hard,35.367540519548434,2258.973307840404,1
252,Future-proofed discrete concept,3,111,Easy,90.42649947941338,239.5610078506786,2
253,Organic grid-enabled algorithm,6,85,Medium,41.28213211273561,70.91141641616836,2
254,Persistent multi-state capability,10,118,Hard,102.52957852857708,40.701202965358654,5
255,Customizable fault-tolerant alliance,10,27,Hard,24.882830448530168,1185.4300572083987,3
256,Enhanced dedicated knowledgebase,6,117,Medium,345.0900556790716,106.55331795220003,3
257,Cross-group logistical moratorium,3,93,Elite,62.36487394389579,2645.1419883656163,2
258,Expanded composite website,2,115,Medium,58.560497597495214,411.03771466582214,1
259,Cloned methodical capability,6,34,Medium,90.03387120176289,859.0522119258385,3
260,Seamless 5thgeneration interface,9,113,Hard,54.30372448410877,294.2195755183967,1
261,Fundamental eco-centric core,6,116,Elite,128.71088894697635,368.6760127323949,1
262,Business-focused even-keeled Graphical User Interface,9,103,Medium,54.554002421911875,50.15996363655981,2
263,Reduced interactive groupware,3,103,Legendary,155.4166105165578,159.97457699827845,2
264,Assimilated logistical database,9,90,Easy,125.0940306808989,228.66004871462079,2
265,Face-to-face tangible workforce,6,29,Elite,157.02663351034963,315.207632928693,5
266,Universal secondary flexibility,3,1,Medium,43.70953463387605,565.6212870119027,10
267,Configurable incremental Local Area Network,2,63,Hard,62.52239725375219,244.3839978497021,5
268,Total intermediate alliance,6,58,Hard,109.98560696319471,290.47226413290036,1
269,Stand-alone foreground artificial intelligence,1,68,Easy,129.06480394980875,2539.6737723045007,5
270,Self-enabling radical system engine,8,94,Hard,143.03233743804864,433.27634874569554,1
271,Fundamental even-keeled hub,6,50,Medium,92.90178285180757,1030.0172851765487,25
272,Triple-buffered holistic capability,9,69,Elite,87.41183448795248,860.4580028441452,1
273,Compatible global leverage,2,17,Easy,19.34467494587125,117.23381410974247,1
274,Ergonomic attitude-oriented artificial intelligence,10,35,Easy,284.88507404303414,289.43728517763975,1
275,Expanded dynamic moratorium,6,68,Medium,25.398564362904423,353.02993038841265,1
276,Seamless hybrid toolset,9,76,Elite,272.25193544603616,615.5217711877193,1
277,Function-based empowering model,2,61,Easy,26.242973404368204,160.44742226481975,1
278,Managed stable attitude,8,50,Medium,18.696198346424374,125.04768305490022,25
279,Re-engineered methodical frame,10,98,Hard,43.35317549706252,221.83734427839042,1
280,Inverse actuating artificial intelligence,10,33,Elite,52.6944170570279,625.788846969124,10
281,Vision-oriented encompassing attitude,8,89,Medium,13.950881627011961,102.68831165502831,1
282,Assimilated needs-based focus group,8,112,Medium,24.71858500171153,3549.604726319739,1
283,Horizontal global portal,4,85,Easy,223.9693210014155,307.98132406823277,1
284,Devolved web-enabled application,3,84,Elite,38.001948960777476,644.4737861895322,1
285,Persevering bandwidth-monitored policy,1,60,Elite,25.236768391223762,103.48673560107042,1
286,Distributed zero-defect solution,8,65,Easy,32.95480497105299,85.77217036226699,1
287,Enhanced modular data-warehouse,5,100,Medium,75.0149052361462,388.37168827862257,3
288,Fundamental radical initiative,4,84,Easy,39.382894882934934,594.8743160841121,1
289,De-engineered zero administration adapter,4,77,Medium,41.76213995388923,708.075206532278,1
290,Customer-focused hybrid groupware,10,118,Medium,23.33308343302315,116.29815494271067,2
291,Balanced web-enabled Graphical User Interface,3,26,Elite,11.441641537637896,136.34246968255644,1
292,Face-to-face context-sensitive Local Area Network,8,13,Medium,24.03291074453301,639.3997813836254,1
293,De-engineered scalable instruction set,7,86,Easy,108.14499967917489,212.16354928222782,2
294,Adaptive even-keeled contingency,7,102,Easy,195.4299787429415,158.4243418037931,1
295,Upgradable value-added open system,8,8,Medium,147.56309476416726,559.04772355192,2
296,Devolved logistical orchestration,2,14,Easy,20.60425548604894,77.80524151229757,1
297,Devolved interactive system engine,2,62,Hard,116.7854440986031,1409.2602171069896,1
298,Advanced bifurcated migration,1,21,Elite,126.33063292223137,427.8477212965886,1
299,Robust radical website,3,1,Hard,251.02440482410552,489.9489046731841,1
300,Profound solution-oriented time-frame,7,66,Medium,99.90941717663608,216.4728984141249,2
301,Extended maximized customer loyalty,3,81,Elite,86.68838260417753,325.00823572826965,1
302,Upgradable mobile monitoring,6,94,Easy,10.763043830201603,939.5009654919844,1
303,Implemented clear-thinking adapter,2,31,Medium,53.327881136252124,1182.3365104522388,1
304,Balanced background utilization,10,116,Easy,62.648516599369415,786.4968058543193,1
305,Object-based cohesive budgetary management,4,11,Hard,36.29848074798757,211.4861625403832,2
306,Self-enabling logistical Graphical User Interface,10,13,Easy,295.5436050124676,924.6782172878915,2
307,Team-oriented attitude-oriented architecture,5,100,Hard,21.953023929824823,239.66389083296207,3
308,Expanded dynamic interface,10,80,Hard,21.246971036163792,118.29247529574793,1
309,Re-contextualized 3rdgeneration capacity,3,35,Easy,52.92097167486464,284.65329591332784,2
310,Extended zero administration matrix,4,103,Hard,141.1092383681495,213.18928076983934,3
311,Vision-oriented clear-thinking strategy,7,55,Easy,22.656596765612502,255.22217434221102,10
312,Networked uniform analyzer,9,100,Easy,96.079168017115,52.30834849511121,3
313,Diverse human-resource data-warehouse,8,38,Medium,20.440606500311265,545.2568758873817,1
314,Networked scalable ability,8,96,Medium,213.36809379996527,82.60092167040288,1
315,Diverse cohesive monitoring,10,96,Hard,141.87621810579867,519.355435481125,3
316,Configurable heuristic artificial intelligence,7,73,Easy,18.053461137529442,266.1235786386345,10
317,Function-based local utilization,6,82,Easy,57.046074538289005,37.52961325226654,1
318,Persevering homogeneous artificial intelligence,3,72,Hard,18.00889664182254,36.34650210702763,10
319,Inverse intangible toolset,8,105,Elite,141.9193815042208,1010.9479415784533,2
320,Synchronized client-driven conglomeration,2,101,Hard,25.237554214542786,74.56346363447878,1
321,Ameliorated 24hour conglomeration,5,27,Legendary,39.68953935418741,1007.5787747576882,5
322,Optional next generation customer loyalty,8,43,Elite,79.87333935157866,130.41858363117805,1
323,De-engineered explicit help-desk,1,42,Legendary,67.23737432712714,805.7149554661197,1
324,Public-key asymmetric protocol,4,58,Medium,82.71327972014632,2640.607261696411,1
325,Balanced zero tolerance synergy,2,61,Easy,133.87168047206194,807.7444509196457,3
326,Progressive logistical flexibility,7,114,Hard,28.192408412904967,307.66863348630545,1
327,Digitized analyzing productivity,4,30,Hard,35.05903288704433,724.24294010581,1
328,Diverse asynchronous functionalities,1,89,Medium,20.582439664727637,218.45705418703326,2
329,Multi-channeled impactful firmware,6,95,Hard,71.45055327226336,817.2858046811691,2
330,Progressive modular time-frame,3,15,Elite,24.333749863607917,546.0330054496234,5
331,Multi-layered foreground encryption,9,48,Easy,25.662477094261334,694.636271481162,1
332,Reverse-engineered zero-defect monitoring,4,27,Medium,101.32661707382002,186.76185634899818,25
333,Visionary upward-trending core,1,34,Elite,34.66238006965465,195.23698951107644,2
334,Realigned uniform protocol,10,81,Medium,69.71274722971097,43.76118500751647,2
335,Up-sized solution-oriented strategy,8,66,Elite,429.18962448017237,378.4334435708233,1
336,Public-key zero-defect standardization,10,36,Easy,78.62496566395215,105.92860339249526,5
337,Operative discrete open system,7,66,Elite,17.26685218517212,84.51605347481127,1
338,Cross-group even-keeled protocol,7,47,Hard,91.07195101653197,91.6066470261201,1
339,Profit-focused systematic website,2,80,Easy,79.38078448272734,704.4710033022043,2
340,Fully-configurable 3rdgeneration emulation,6,47,Medium,63.704712808342734,490.93835598952904,1
341,Phased logistical policy,10,2,Medium,22.333505254380707,1104.8564604286248,2
