character_id,activity_type,duration_hours,gold_earned,xp_earned
58,Questing,2.2666518846048103,22.874055348411655,178.11786203771408
59,Questing,7.341492997608429,0,1664.7238106835096
59,Questing,2.0272105057336796,8.8664445140848,463.0598284085306
60,Questing,2.9696100462707204,34.31079277359896,131.35969204481825
60,Combat,1.3691097632790186,29.412022494158467,101.15439532380199
61,Questing,0.9961429610713772,25.538544991005722,29.971456206264957
61,Combat,2.2944335121099857,11.13868062559909,94.5300981991518
61,Questing,4.187848299353823,27.589149642593302,226.07595632996268
61,Questing,4.164124074627219,0,241.77311370109385
61,Questing,1.1796200452461365,0,65.4244103108905
62,Combat,2.389419072718213,0,146.55999831617848
62,Questing,1.5420623851422024,0,1158.9923075901734
62,Questing,1.9032806709969332,12.028838590536015,189.3163949116315
62,Crafting,1.4193254300765878,19.63982096073186,433.26325253023174
62,Crafting,3.252619305436956,47.64644626013936,1186.2105777058964
63,Trading,1.1837283713625022,15.712557297592022,216.39682750688385
63,Questing,2.3580438772978214,27.242048305927014,46.4600227777578
64,Questing,4.286414121172608,15.356683331939756,633.6122454806313
64,Questing,2.1274747837613055,9.705552701214902,504.0690706590448
65,Questing,7.541440944531646,18.460272558661966,195.87837617722425
66,Exploration,3.054156216105997,0,457.8643015704091
67,Questing,2.499604141237041,17.322925746324117,162.00682460196495
67,Questing,5.04587752328457,1.33767627702545,356.902642909703
68,Questing,2.686037353045174,0,163.30496801494843
68,Questing,2.4768127939347884,73.66824440188395,105.81460271434881
69,Questing,1.9723058566892218,200.10090562013318,82.86640508957483
69,Crafting,2.128950955713465,13.459322745935665,287.60566166417453
69,Crafting,2.8328468779194913,9.85464495033665,90.38623962947254
69,Exploration,1.5758184173031813,0,76.3835824736482
69,Trading,2.7709969548696205,0,516.2592607397294
70,Crafting,2.912494621902802,145.04547684585205,15.569577598046287
70,Combat,6.703149450117773,71.29114701250137,121.55523696704934
70,Questing,1.8322704534603045,55.83410166273979,14.538760720209185
70,Crafting,3.8583628246802144,19.188724094910977,50.16202834245729
70,Crafting,5.171826627629329,0,42.24211076267809
71,Questing,7.190146680404402,14.50399214430604,42.50130775375196
71,Exploration,2.058710003539814,6.0279878342175754,132.6816213408914
71,Questing,4.332116272905927,5.382936294913256,34.99945760167595
71,Combat,1.182164807893885,5.303451993910191,58.8069892700093
72,Questing,1.1054882479494073,4.382551650501778,37.334380049847084
72,Combat,1.567520606666814,38.23101903841298,935.260846892372
72,Questing,2.7342222126785316,82.16916626040239,180.13350171383777
73,Combat,1.8743114352464032,142.56868433908272,278.5219904947822
73,Trading,2.39686668605533,18.85225675529539,45.57361796516478
74,Questing,4.255986498696068,0,458.5637033503492
74,Combat,5.014366412150159,0,38.21270565003727
74,Crafting,1.91582228365231,60.833883969772884,301.5995765353741
75,Combat,4.751188896653708,5.539409186649376,56.48597063658713
75,Exploration,4.075273372143128,24.005294326461964,15.14312622830874
75,Trading,3.4445162497972626,5.312347801971279,46.660930310300685
76,Questing,4.4879252980294355,12.859569741173713,38.282179188345644
76,Questing,4.87185188215835,39.5964291877729,45.112596526978805
77,Questing,3.0674501893470407,0,137.95264897176116
77,Questing,2.8223582118923707,35.25155118760505,208.19201749797298
77,Crafting,4.171204544165008,13.056385500913334,542.7483159428472
77,Combat,3.477203243146592,0,70.82007907732314
77,Combat,3.80285922188201,29.569365923748126,106.18278234333098
78,Questing,2.638433116084139,11.666327209683596,49.823620003022675
78,Questing,1.0612676511247765,35.67616700023706,266.1683292567012
78,Questing,2.5625861761377613,12.83260645841198,181.22902039830709
79,Questing,1.064486650631219,84.24190176798996,300.06080084672465
79,Trading,2.401428828412838,90.59507135727397,116.69716146207062
80,Questing,3.7498704414994157,18.754734683996247,194.9154532223923
81,Combat,1.7546934812321053,7.026161526769691,35.11163893372517
81,Combat,4.079207498222031,5.282355736667092,364.74457504156396
81,Combat,6.009850773423654,63.59537671692786,148.612002668892
81,Exploration,3.209551856359293,0,163.04861404894334
82,Combat,1.8188194890183653,6.63717581154,132.91479733634995
82,Questing,2.3440231245519145,7.406610620305306,339.9677847195051
82,Questing,2.9449070650996756,20.362416105794722,476.4862967775882
82,Questing,2.760088502399158,42.914218015765684,5.471863771528405
82,Questing,5.09945224128032,45.36131402901559,19.43424231422048
83,Questing,3.8103836973291343,37.57592519547162,407.90958793463494
83,Crafting,0.7380264374117211,0,2070.8578160003763
84,Questing,2.738662037167998,0,32.866602903962075
84,Combat,3.7383424197357313,17.868086970547978,611.4231025885907
84,Questing,4.766121836234538,15.764782795024681,65.39175966509129
85,Questing,4.920325988258595,13.437117799171926,75.99949045864743
85,Exploration,2.8505838730422686,0,244.10226786658959
85,Combat,3.2228259073475196,0,71.81900393758498
85,Questing,2.4671787391175006,25.15785772320088,437.31221715447975
85,Combat,1.810224867417471,59.63329151783214,39.04862481270422
86,Exploration,3.793277634635094,0,173.6556536329494
86,Questing,1.4416704444263664,4.712700496325178,77.24026159459937
87,Combat,2.266302225193684,18.87529368268017,34.41904391232224
87,Exploration,6.018947735612406,0,57.68123611018795
87,Exploration,2.955953438154754,9.04865377037933,634.4731047529199
87,Combat,4.664838724951199,0,105.067837450416
87,Trading,2.631790504702376,9.479152279450187,204.8253249803133
88,Combat,2.192205230089771,12.923741184500086,178.3387259729509
88,Questing,2.3152901246100055,0,1031.5463446181127
89,Questing,2.101463739378352,0,56.507095671105795
90,Trading,7.19653236000181,16.396787796917728,27.698708204013794
90,Crafting,4.717913337265158,40.86689912082253,84.94426653370607
90,Questing,2.4403747034456305,0,38.75051140109654
90,Questing,2.446971863490063,79.55568630771464,206.10793444664358
90,Questing,1.4454458204362859,0,53.49746888542329
91,Trading,1.4544369205935388,7.607742440954083,57.092758232050635
91,Combat,5.631899293152126,26.39512904260871,100.00456189364878
91,Exploration,3.893339673303943,1.751647995787391,229.46968075369773
91,Trading,1.887748219308849,31.191091498337055,77.7909992911107
91,Combat,1.3357442811220974,0,75.66909297727321
92,Trading,0.9686969640673787,65.27240625489497,117.24331389019179
92,Questing,1.8917275651022716,0,69.1342892927503
92,Trading,3.1161140497497204,40.96169507294425,244.5506141350154
92,Trading,4.734172629692337,7.9083093283891195,157.55960142557848
93,Trading,6.489244244789501,191.3116387173069,676.0124503445928
93,Questing,1.7046076816613094,3.1546196745201525,940.8213406270656
93,Questing,4.66487277336807,0,47.97966077448331
94,Exploration,4.728783362093088,10.534397298497215,99.29011285711415
94,Trading,2.142633383706634,19.403934617930755,113.78120683578445
94,Trading,1.9908642095341609,15.984242518837146,136.8889607296652
94,Questing,4.722143104056987,14.778698118461218,296.5212376317926
95,Trading,1.5964626439655734,87.02221602377413,212.68231494127357
95,Questing,2.7965533225123695,21.67449394574052,67.28091761245562
95,Exploration,1.8287281015699879,14.368141139028193,297.83687635819354
95,Questing,1.7011403048822893,29.9934085176396,229.83970596098732
95,Questing,1.7055692852168067,66.5887444345847,38.649522117801155
96,Questing,2.8477138346090016,115.6545748330519,159.6495162935087
97,Questing,2.9913868433211137,35.180572111088196,175.88928244589755
98,Questing,4.632853059984099,0,107.96537505651227
98,Trading,3.5037490383425216,70.43851958837574,148.72325071053925
99,Crafting,4.8459113113365255,18.383132932485843,43.439118232192506
99,Exploration,3.0283564083503958,25.00447775844885,400.0561673385905
99,Crafting,3.0580605536921017,9.687548129960863,42.80272765544943
100,Trading,1.1313328388257677,45.30020508867857,152.14772016032956
100,Combat,3.0409672863714183,22.865960391784554,692.108471633909
101,Trading,2.0310187869290264,6.44163662179775,44.600698331355545
101,Trading,1.988281629599056,41.95137857532962,562.5691442627241
101,Exploration,4.775635939705774,0,52.12512720522934
102,Questing,1.7383038900167362,0,79.79501825038207
102,Crafting,4.240173446069286,39.72123792737198,112.47421506918309
102,Questing,2.8161139713580265,6.305979164092385,67.1485203156368
102,Combat,3.1283133435737005,12.283835059210409,107.43582689745556
103,Questing,1.9046092818190907,0,558.054551707342
103,Crafting,2.6913402525282972,59.32056519583779,87.9924200374685
103,Combat,2.809813758277132,97.30773374164903,462.07185094969856
104,Questing,2.6121202090740394,9.502920219274689,635.2133108212448
104,Questing,4.335453720729637,6.280559306193553,345.3977488771431
105,Questing,4.235168961668812,67.14951232385712,223.66563556411532
105,Questing,3.31151672093655,10.064790622255341,386.3112568616275
105,Questing,3.318542407121717,0,349.4853523838509
105,Questing,2.1507841069275107,20.106395141169166,181.4919726092285
106,Trading,2.6209812287538594,4.467201191619257,242.67388641532264
107,Trading,4.456518978918767,36.38179731314053,231.06391776051183
107,Questing,2.253401227302428,18.262432203216992,270.43823767591726
108,Questing,1.7924181479125552,31.133568878326248,158.26173342175986
108,Questing,3.0438474730720144,89.54633428526378,28.197788804208894
108,Questing,4.385288992378175,58.76497340143629,42.86775525212708
108,Combat,2.1294444914213053,1.7869900374128893,360.35847467310947
108,Combat,3.582891736633506,16.61225753467073,257.28611402063785
109,Combat,4.5717151910716565,24.84854957753725,144.47424984073683
109,Crafting,1.6130336318158012,4.856727873130947,120.06916415621983
110,Combat,3.135760140380932,10.4136984721581,94.65882767116601
110,Questing,2.8931343623638104,72.96130906213811,29.05101382704657
110,Questing,2.6223701156252988,9.119231455355138,431.78407057674826
110,Trading,3.687187677208492,0,176.22271494981703
111,Questing,2.1503548052244192,9.76636939871449,62.76121372286074
112,Combat,3.858804993852254,15.415351754505902,364.71072647243653
112,Combat,10.483697471090554,23.56835786982049,60.365820246208365
112,Questing,2.5634126343987904,29.341038927027135,715.0660441593291
112,Combat,3.4557618806605612,16.716339503140507,407.18221264214645
113,Crafting,2.7710417730391557,7.8338965840287065,174.182883070517
113,Crafting,3.6657636087173002,67.74076846690757,101.13531746771982
114,Questing,2.69764107323179,18.333846909279185,148.96503838414657
114,Questing,1.475824596142618,4.030284978074525,763.5156083370647
114,Crafting,3.150418888603991,53.399804335068886,94.5060126546227
114,Combat,3.3691448791130147,14.438826051699131,209.8370439323676
115,Questing,2.181305936681066,15.170330297055827,37.41486611077806
115,Questing,2.3967172840125595,0,66.63125911216267
115,Combat,1.894520991709046,268.828774307701,43.518700498722005
115,Combat,1.6231332772137903,21.297516062049155,1439.920758827492
115,Crafting,1.7501240619614786,18.061478492888106,285.83360488416747
116,Trading,5.623622082014658,0,10.773613282301932
116,Combat,1.4878869123241198,0,18.276081352772678
117,Questing,1.0954720322427876,24.577322147062812,62.7850705392899
117,Questing,6.8233450768046815,13.900565398567723,165.61883145400535
117,Crafting,1.7097092074846412,8.947602203902697,867.466692303621
117,Crafting,2.0686484709816684,3.7997484665892007,111.36717743530626
117,Exploration,3.246838751606404,0,8.74638057438888
118,Questing,2.358121355869875,104.5405324566571,1417.4499259017623
118,Combat,4.210100200716432,8.993864128733932,220.41316879595163
118,Questing,6.551736641946411,0,195.47446732596018
119,Questing,1.2609432581950628,0,60.380785352746955
119,Questing,2.927166069387135,3.301539261770007,113.93385768367156
119,Trading,2.89357114852104,6.501960049271464,116.76077703119354
119,Combat,1.9457686771676814,16.117642187097665,86.26632721903367
120,Combat,1.1392293973156908,9.245164358726841,140.65522204115877
120,Questing,2.0363491288127036,56.36298438011916,559.323166179307
121,Combat,1.8598109009044588,18.62288215768729,104.60997660084486
121,Combat,1.7048350957332763,20.61678525866155,103.33799753361083
121,Combat,2.629560871941958,105.40592660651595,534.3586867933789
122,Combat,5.974895761431743,3.15755241283152,83.24435309782478
122,Exploration,1.0552200227346016,65.97780323260288,305.92502304553113
122,Combat,3.348781377325478,19.977159401363437,29.090263179904557
123,Combat,1.1953639441890032,37.99332197515011,105.78996905492478
124,Combat,3.5344654482406925,43.62728471097684,169.72557005348298
124,Crafting,0.9114464225004272,81.86378335887687,349.34417964699657
125,Questing,1.2088261726792524,33.050523223991455,329.3683193561738
125,Trading,4.064947133291963,8.947835822242505,67.66228529949926
125,Combat,2.1616733493219225,24.129064125919026,1885.0252826691706
126,Questing,1.0661881200144996,16.137740520479134,91.60338815802822
126,Combat,1.8251276058627088,17.54813440388334,45.95949730376755
127,Questing,3.795844697153483,165.8216360722425,102.40093618733611
127,Combat,2.204898556139811,4.954227605605641,96.77427945059087
127,Exploration,3.44897373645621,3.9584530710943913,257.0489744348967
128,Questing,2.4477714717471026,2.9817060870281287,100.42016594086928
128,Questing,1.239806706212103,21.014603725804488,222.73465496256742
128,Questing,3.996180568930924,15.718683806087538,1455.6881427077244
128,Combat,4.872405238526157,13.56487418521704,255.37525303283059
128,Combat,4.14240754874697,6.230004258648053,41.78285863213305
129,Questing,6.18063902404572,17.128482720394874,88.6615371633776
129,Combat,2.9333650652377203,11.057902614558417,258.79823509479877
129,Questing,1.4045983039869292,5.927187280216911,173.36061449259756
130,Exploration,1.6420253904076925,24.81852097791542,53.18112292256354
130,Exploration,2.1694743836042765,8.846484036622709,647.2038389678338
130,Crafting,4.4920812227917715,40.77326539206916,305.6316845427122
130,Combat,1.1571108155052274,7.292494119811026,92.59430825801297
131,Combat,2.9238041883071304,4.6927846994071345,83.2032941612009
131,Combat,2.0552582657817395,19.934577655172042,159.51809792182416
131,Crafting,1.830019549313738,30.91244576830594,511.6382629066972
132,Combat,1.4594630034180944,20.398197796660888,279.6879478607113
133,Combat,2.3957709601490618,2.5732825443727907,25.575649369623225
133,Combat,6.850663493612186,62.18964738907167,34.12046243357872
133,Exploration,2.217732278956808,31.45508577969267,1063.8232750607835
133,Crafting,2.9995538364049827,76.13991867253647,346.28440578770807
133,Questing,3.5793031408955693,0,312.16859160029054
134,Questing,13.04746360124041,2.6925398512891694,191.47461733634262
134,Combat,1.6252109271897481,0,71.27381202241675
134,Combat,1.8137626989972278,81.39724185911088,149.93294839530324
134,Questing,1.8711204167114754,0,471.30720831445933
135,Combat,1.3947380068625053,16.435579138345567,227.74352213639722
135,Combat,3.12653548108669,3.515373507508142,155.96324364025608
135,Questing,2.1267199638995216,0,359.7103071330122
136,Questing,3.0328959030101617,0,125.11381401583677
136,Questing,2.457619680032316,0,19.009634620350173
136,Trading,1.4055751253160775,88.324646991064,94.20678089864639
137,Questing,3.42281967877582,5.236001812781495,29.41241140423881
137,Combat,7.419614121064164,94.86409860579259,312.4619379234687
137,Combat,2.2789103508335407,39.156034743066066,660.9112674335701
138,Questing,3.585282889671974,10.226707467216047,128.1577852964777
138,Combat,2.3931245483436645,16.844718836283846,65.90621666471364
138,Questing,4.187439650051672,19.546840066041284,28.48646022427091
139,Exploration,1.8558815561131161,5.027228774846696,89.02100734874702
139,Crafting,2.5940813151609863,10.269367599490895,51.7009557992667
139,Combat,6.120565566783092,19.978806833767454,168.05719018868
139,Combat,5.896331646647125,10.488258007821079,131.62123491148034
140,Trading,2.783983438757944,0,31.23705501531674
140,Exploration,5.9649376038393385,25.78330763404878,270.7287550276154
141,Combat,5.551411909406357,17.07643538370479,289.9395030332872
142,Combat,1.730890122312235,2.5478224378481915,104.89043019286527
142,Questing,1.5410773352534293,37.81350385148469,14.15764139183407
142,Crafting,3.208143457971089,20.06162510627236,71.04760562599374
142,Questing,0.9084539484333948,4.885384851763294,347.7896120814372
142,Trading,1.782011954776708,9.890429693481753,266.1641325808893
143,Questing,1.8362608798176974,10.183462325826502,146.62369430820854
143,Crafting,5.075175105845332,8.342422229973712,267.40067455539366
143,Combat,2.8389599366610554,12.63767364338386,63.414851470998286
143,Questing,2.6787455376178433,13.525613647901883,79.07887326034087
143,Questing,2.740733752998805,34.68910732303444,233.87067223788918
144,Questing,2.6970948628297284,48.60807285956029,45.9669235951829
144,Crafting,2.643743900097973,35.95835091945186,49.60035642591857
144,Trading,1.211559324545976,34.06127753901894,165.496352947754
144,Questing,2.600559162464908,23.01051388503083,209.8252207338505
144,Exploration,1.8506796923666724,0,491.2674380184821
145,Combat,4.331015249168518,0,65.93637681394421
145,Combat,7.075313891902888,6.867661186854842,132.82773434251098
145,Questing,1.2850910220626635,16.817174196130342,27.256235494347223
146,Questing,4.692956652040131,0,1047.3063054405216
146,Questing,2.723439289757118,9.86529466481162,51.80983957774064
147,Questing,0.9183882422984503,31.742177032387506,36.22922987113934
147,Questing,2.2919555979143857,38.277511382641066,121.7291537942646
147,Crafting,1.0140157415618387,80.89245263476931,97.45900517719679
147,Questing,1.3146114031313594,58.944369846421814,313.3053042332469
147,Questing,4.40502232544481,54.74279507636441,117.51448121907285
148,Questing,1.948838412845811,0,117.19583825111916
149,Questing,3.0292444238793808,33.01645383547794,101.83839726467093
150,Questing,5.235028279271754,47.6364713644459,108.43360844168112
150,Crafting,8.093618890489328,11.602990344813705,66.92427261272445
150,Exploration,2.835965750304369,4.067925039031941,32.74455864110686
150,Crafting,4.345986392592867,11.973088784801856,106.37424628782838
150,Trading,2.0476332154660133,31.43106573314312,37.327948577121916
151,Combat,2.2758512984689143,15.734796962961134,504.74137347807203
151,Combat,0.6635227017818418,0,43.43366005746682
152,Combat,2.679599539166612,7.994209023900282,165.93112435500694
152,Questing,1.8889944386243451,15.317294093454437,174.48819676003663
152,Crafting,3.5025113803211343,0,665.375663445165
152,Trading,2.0070192027381566,0,349.14526633334077
153,Questing,4.245636963064394,11.192193890730909,28.219304332520103
153,Questing,2.243336643391209,76.60279823892999,447.92767896120597
154,Questing,3.2191478755434395,0,203.04606749155755
154,Questing,1.81067806783347,22.62531511078619,80.34202709612278
155,Combat,2.137519798908702,13.289550993534638,45.77537803579248
155,Crafting,2.1440859282663487,124.31137468776305,97.81419565429718
155,Combat,3.311399489796425,35.05596135714343,51.27636291812668
155,Questing,2.8230061577723613,0,55.66855356374981
155,Trading,1.809436096582799,5.947049165308472,209.79741526220587
156,Questing,2.094916068904059,39.307292553753,213.57494821945022
156,Exploration,1.3350943555026948,16.863043168948717,190.58409958795855
