season,team_id,team_name,player_id,team_budget,market_size,conference,total_team_wins,playoff_appearance,player_age,position,height_cm,years_in_league,player_salary,games_played,points_per_game,assists_per_game,rebounds_per_game,performance_score,career_trajectory,injury_count,injury_impact,performance_narrative,championship_potential
2018,1,City A Hawks,14,109934283.06022465,Large,Western,30,0,19,Center,190.9301277459512,10,1182645.8448771709,31,19.43092950605265,3.349155625663678,5.772651172168294,10.508913841770651,0,3,0.30000000000000004,"A Center with 19.4 PPG, showing stable potential",0
2018,1,City A Hawks,15,109934283.06022465,Large,Western,30,0,30,Forward,199.25554084233832,6,81228.78470095851,55,9.867430622753915,3.2046953650993335,3.7021721583559604,6.019032506138155,-1,1,0.1,"A Forward with 9.9 PPG, showing declining potential",0
2018,2,City B Hawks,1,91164679.53547974,Small,Eastern,28,0,20,Guard,199.15834914818822,11,3965034.7639254644,67,0.30044390698378365,2.571351033487614,2.9324173686072648,1.7713080834219772,-1,0,0.0,"A Guard with 0.3 PPG, showing declining potential",0
2018,2,City B Hawks,2,91164679.53547974,Small,Eastern,28,0,24,Guard,214.0520530587819,10,3392325.753491903,15,7.532837588983367,4.846325216683906,10.119814861035387,7.502977058909135,-1,2,0.2,"A Guard with 7.5 PPG, showing declining potential",0
2018,2,City B Hawks,3,91164679.53547974,Small,Eastern,28,0,21,Center,208.7358941563538,2,1279702.0071411869,32,8.650331154621547,3.856025681978855,-2.409096595202792,3.894211187881438,-1,0,0.0,"A Center with 8.7 PPG, showing declining potential",0
2018,2,City B Hawks,4,91164679.53547974,Small,Eastern,28,0,29,Guard,196.43254974231806,11,2556121.7985339654,15,11.137299673020648,5.614285508564857,0.17755029631631736,6.192470610672612,-1,3,0.30000000000000004,"A Guard with 11.1 PPG, showing declining potential",0
2018,2,City B Hawks,5,91164679.53547974,Small,Eastern,28,0,23,Guard,201.84633858532305,10,1398602.7544282735,18,5.766928215676017,4.0438831312337955,5.890954019699558,5.287222431550413,-1,0,0.0,"A Guard with 5.8 PPG, showing declining potential",0
2018,2,City B Hawks,6,91164679.53547974,Small,Eastern,28,0,38,Center,208.539977864949,13,3788593.8573254626,24,19.328872555723784,3.947665841823575,1.426089508392054,9.343675627354203,-1,0,0.0,"A Center with 19.3 PPG, showing declining potential",0
2018,2,City B Hawks,7,91164679.53547974,Small,Eastern,28,0,22,Guard,206.56553608633828,13,3158595.579007404,7,5.896588408241447,3.8489724881129015,7.821606754886028,5.859809136196258,-1,0,0.0,"A Guard with 5.9 PPG, showing declining potential",0
2018,2,City B Hawks,8,91164679.53547974,Small,Eastern,28,0,34,Center,186.30128943283702,13,1228219.2505067412,29,9.61449145292948,3.6823039496332877,5.830072397990057,6.699509485458796,-1,1,0.1,"A Center with 9.6 PPG, showing declining potential",0
2018,2,City B Hawks,9,91164679.53547974,Small,Eastern,28,0,39,Forward,208.27183249036023,0,1735343.166762044,68,23.600845832948096,2.9906080106528816,0.2875640494171545,10.42378995120025,0,3,0.30000000000000004,"A Forward with 23.6 PPG, showing stable potential",0
2018,2,City B Hawks,10,91164679.53547974,Small,Eastern,28,0,21,Guard,182.16748937834475,5,1756865.5395929844,36,9.379338055591703,4.480681635895477,3.6426133029659926,6.188723703895122,-1,4,0.4,"A Guard with 9.4 PPG, showing declining potential",0
2018,2,City B Hawks,11,91164679.53547974,Small,Eastern,28,0,19,Center,207.77049794903607,1,2710109.2403639536,57,10.462394357755485,4.270225101803958,1.7593973898785435,5.993844490606945,-1,1,0.1,"A Center with 10.5 PPG, showing declining potential",0
2018,2,City B Hawks,12,91164679.53547974,Small,Eastern,28,0,28,Forward,208.8283766050939,8,1550695.6139042177,42,12.248870192443668,6.557848687771923,2.999169875130462,7.766653645848183,-1,1,0.1,"A Forward with 12.2 PPG, showing declining potential",0
2018,2,City B Hawks,13,91164679.53547974,Small,Eastern,28,0,31,Forward,183.08181743749697,6,3437356.328333527,64,10.03653186370316,2.669380770892875,2.938474474002469,5.6969693189498685,-1,3,0.30000000000000004,"A Forward with 10.0 PPG, showing declining potential",0
2018,2,City B Hawks,14,91164679.53547974,Small,Eastern,28,0,37,Center,200.6835125110383,6,1590591.1694284421,62,9.801819289801903,1.9306745162998722,-0.3654895149414896,4.390283216328276,-1,1,0.1,"A Center with 9.8 PPG, showing declining potential",0
2018,2,City B Hawks,15,91164679.53547974,Small,Eastern,28,0,35,Forward,203.57304541936634,5,2354419.5851196623,7,0.5984370577372182,1.5693925814800636,7.038793246804028,2.8218305715801146,-1,4,0.4,"A Forward with 0.6 PPG, showing declining potential",0
2018,3,City C Tigers,1,124207972.66273277,Medium,Eastern,44,1,26,Guard,198.48764034507772,1,-25142.586657607157,16,10.932271573847139,0.3841714006612498,-0.9717986487320918,4.1966204551176025,-1,1,0.1,"A Guard with 10.9 PPG, showing declining potential",0
2018,3,City C Tigers,2,124207972.66273277,Medium,Eastern,44,1,23,Forward,192.28180922243246,9,3661301.7306081546,0,2.2558566008795395,2.3137418717918035,5.551566543228675,3.2619351648579595,-1,4,0.4,"A Forward with 2.3 PPG, showing declining potential",0
2018,3,City C Tigers,3,124207972.66273277,Medium,Eastern,44,1,25,Center,205.77897135098834,4,673168.233864103,75,19.21857898875923,0.6328536641109244,5.686911296691313,9.583361083744364,-1,0,0.0,"A Center with 19.2 PPG, showing declining potential",0
2018,3,City C Tigers,4,124207972.66273277,Medium,Eastern,44,1,32,Guard,197.1934512465918,13,1396024.0805022519,68,5.365347642109585,2.8809492878764,-4.723802020207218,1.5932832371445882,-1,0,0.0,"A Guard with 5.4 PPG, showing declining potential",0
2018,3,City C Tigers,5,124207972.66273277,Medium,Eastern,44,1,23,Center,189.7561235866571,9,3543067.6518590837,33,16.616319035756185,3.0036272223893525,7.267805845374957,9.727957534631766,-1,4,0.4,"A Center with 16.6 PPG, showing declining potential",0
2018,3,City C Tigers,6,124207972.66273277,Medium,Eastern,44,1,31,Center,211.72435782392242,11,2531400.01096033,49,4.827988217571577,3.4085658840026576,6.443653185284381,4.886861007814742,-1,3,0.30000000000000004,"A Center with 4.8 PPG, showing declining potential",0
2018,3,City C Tigers,7,124207972.66273277,Medium,Eastern,44,1,21,Guard,204.6705717272889,0,855051.4799285984,28,12.956580584639909,2.0271344678952787,5.6227947838571595,7.477611009381695,-1,4,0.4,"A Guard with 13.0 PPG, showing declining potential",0
2018,3,City C Tigers,8,124207972.66273277,Medium,Eastern,44,1,28,Forward,187.6176914885165,6,1175348.6723489275,67,4.785193031985743,5.652943336638096,6.345946022156015,5.51374402043253,-1,3,0.30000000000000004,"A Forward with 4.8 PPG, showing declining potential",0
2018,3,City C Tigers,9,124207972.66273277,Medium,Eastern,44,1,28,Guard,199.21268316332194,8,3870423.897815517,35,18.44008516184457,5.55532979157685,3.22528583349251,10.010218752258638,0,4,0.4,"A Guard with 18.4 PPG, showing stable potential",0
2018,3,City C Tigers,10,124207972.66273277,Medium,Eastern,44,1,30,Guard,211.44371535474684,2,2857864.6587884664,29,10.060732545366127,4.861868167948158,3.4304357192386705,6.5119841843024995,-1,2,0.2,"A Guard with 10.1 PPG, showing declining potential",0
2018,3,City C Tigers,11,124207972.66273277,Medium,Eastern,44,1,37,Guard,209.49142987781,3,1728959.5377114576,77,6.93452658545811,2.599590208537861,11.074162994003022,6.875936594945509,-1,1,0.1,"A Guard with 6.9 PPG, showing declining potential",0
2018,3,City C Tigers,12,124207972.66273277,Medium,Eastern,44,1,33,Guard,202.01907441802797,3,1195263.314924504,52,13.120599085260775,4.25669101852856,4.963259681459256,8.014224844100655,-1,1,0.1,"A Guard with 13.1 PPG, showing declining potential",0
2018,3,City C Tigers,13,124207972.66273277,Medium,Eastern,44,1,23,Center,191.02745628514168,6,3813666.5758789075,75,12.022914475587624,4.777968588554307,6.488192699677626,8.18901417670463,-1,0,0.0,"A Center with 12.0 PPG, showing declining potential",0
2018,3,City C Tigers,14,124207972.66273277,Medium,Eastern,44,1,24,Center,185.6053840336627,8,1616512.4738052383,49,2.091730371927273,3.158018028488113,8.182077389540904,4.238720774179614,-1,3,0.30000000000000004,"A Center with 2.1 PPG, showing declining potential",0
2018,3,City C Tigers,15,124207972.66273277,Medium,Eastern,44,1,35,Center,202.3748525162194,6,1281555.778747564,60,8.932764241440763,5.956504229644927,2.3615964792597293,6.068535909247702,-1,1,0.1,"A Center with 8.9 PPG, showing declining potential",0
2018,4,City D Lions,1,93953515.15847383,Medium,Western,29,0,26,Guard,199.95437171009704,14,3271138.2259809147,76,13.854315507320198,1.920509281350812,0.7401151010249283,6.3399135176408015,-1,3,0.30000000000000004,"A Guard with 13.9 PPG, showing declining potential",0
2018,4,City D Lions,2,93953515.15847383,Medium,Western,29,0,35,Guard,196.56798763368832,5,2457676.4544288386,57,11.120462409052084,3.0251848015635896,5.293028295646495,6.943648892783859,-1,3,0.30000000000000004,"A Guard with 11.1 PPG, showing declining potential",0
2018,4,City D Lions,3,93953515.15847383,Medium,Western,29,0,36,Center,192.26990216144534,8,1298186.5574723997,0,5.164444726995167,5.400823096826796,10.448263370731446,6.820503831065539,-1,0,0.0,"A Center with 5.2 PPG, showing declining potential",0
2018,4,City D Lions,4,93953515.15847383,Medium,Western,29,0,29,Forward,221.89802933217672,7,1191701.7146448486,35,-0.6194786215490353,1.948489956638478,2.7226020153389063,1.1535361429736013,-1,0,0.0,"A Forward with -0.6 PPG, showing declining potential",0
2018,4,City D Lions,5,93953515.15847383,Medium,Western,29,0,22,Center,201.50393786476207,5,3727747.6274342593,28,2.536993177921535,2.7544225016849704,6.946679723760649,3.9251279388023,-1,4,0.4,"A Center with 2.5 PPG, showing declining potential",0
2018,4,City D Lions,6,93953515.15847383,Medium,Western,29,0,33,Guard,207.0024295336242,1,1867700.5560575374,4,9.631944421040469,2.435557622025578,5.88643257326955,6.349374827004726,-1,0,0.0,"A Guard with 9.6 PPG, showing declining potential",0
2018,4,City D Lions,7,93953515.15847383,Medium,Western,29,0,35,Guard,189.02654131433343,0,-452264.6013157332,0,5.493530906676661,3.6849138360150286,10.734588819528284,6.523263159333658,-1,4,0.4,"A Guard with 5.5 PPG, showing declining potential",0
2018,4,City D Lions,8,93953515.15847383,Medium,Western,29,0,24,Center,215.16233322933897,4,2312458.481097948,73,7.749672642603782,4.2456998646949975,1.7971387118522166,4.912720630005677,-1,2,0.2,"A Center with 7.7 PPG, showing declining potential",0
2018,4,City D Lions,9,93953515.15847383,Medium,Western,29,0,31,Guard,198.57620514978706,3,2711614.8780888896,31,4.376789540810654,2.996728066711804,3.721902984306741,3.7663051316298253,-1,2,0.2,"A Guard with 4.4 PPG, showing declining potential",0
2018,4,City D Lions,10,93953515.15847383,Medium,Western,29,0,36,Guard,220.60747924881986,13,3755340.8424432045,56,7.183706942698185,8.078515582421785,9.190380736310729,8.054151672699028,-1,1,0.1,"A Guard with 7.2 PPG, showing declining potential",0
2018,4,City D Lions,11,93953515.15847383,Medium,Western,29,0,29,Center,196.10089608990222,6,3058424.486849588,29,1.2063025678844284,1.262836125904601,5.349232940362271,2.466141747033833,-1,1,0.1,"A Center with 1.2 PPG, showing declining potential",0
2018,4,City D Lions,12,93953515.15847383,Medium,Western,29,0,38,Guard,215.02357052096028,11,2074094.780419775,29,14.907736883650406,3.661401114127864,4.95584522409519,8.548268654927078,-1,3,0.30000000000000004,"A Guard with 14.9 PPG, showing declining potential",0
2018,4,City D Lions,13,93953515.15847383,Medium,Western,29,0,38,Guard,207.96405429696327,1,476839.12952823925,42,16.029576036212926,2.75417738689709,4.7740890357346295,8.670310341274687,-1,0,0.0,"A Guard with 16.0 PPG, showing declining potential",0
2018,4,City D Lions,14,93953515.15847383,Medium,Western,29,0,34,Center,216.11792765718437,3,1187044.4518813468,3,13.736840158059007,2.4186153839379134,11.165277825864418,9.569904026164302,-1,1,0.1,"A Center with 13.7 PPG, showing declining potential",0
2018,4,City D Lions,15,93953515.15847383,Medium,Western,29,0,37,Center,196.80639992466342,4,1469742.3816275592,60,6.035635838688279,3.101685138272311,3.5340797438357585,4.404983800107733,-1,4,0.4,"A Center with 6.0 PPG, showing declining potential",0
2018,5,City E Lions,1,71318222.61534953,Medium,Eastern,23,0,31,Center,198.08467176086708,8,1958373.9657130758,55,5.499421709630433,2.7753439006183402,4.337091201400331,4.333499214457774,-1,0,0.0,"A Center with 5.5 PPG, showing declining potential",0
2018,5,City E Lions,2,71318222.61534953,Medium,Eastern,23,0,26,Guard,201.78128425761065,14,2035635.459850456,55,21.870708717002984,2.3785514707656126,3.1204274519343684,10.397977163611188,0,4,0.4,"A Guard with 21.9 PPG, showing stable potential",0
2018,5,City E Lions,3,71318222.61534953,Medium,Eastern,23,0,32,Center,178.0786994375802,7,2400218.970407038,22,6.077440530933488,9.157761616910475,8.358724734303731,7.6859221177376575,-1,4,0.4,"A Center with 6.1 PPG, showing declining potential",0
2018,5,City E Lions,4,71318222.61534953,Medium,Eastern,23,0,36,Forward,188.3023156617491,8,340908.41161234333,27,6.767135578787367,0.8369039927712101,10.061424905217695,5.9763529009116185,-1,2,0.2,"A Forward with 6.8 PPG, showing declining potential",0
2018,5,City E Lions,5,71318222.61534953,Medium,Eastern,23,0,27,Guard,208.8163975694945,1,2077368.3076476185,33,5.693578993358682,7.1689544610831275,9.172710488555825,7.179931082235158,-1,3,0.30000000000000004,"A Guard with 5.7 PPG, showing declining potential",0
2018,5,City E Lions,6,71318222.61534953,Medium,Eastern,23,0,37,Forward,191.24381746615242,9,617200.2690356639,63,0.4311120986582182,4.88256915612095,5.083072794848638,3.162137424754164,-1,0,0.0,"A Forward with 0.4 PPG, showing declining potential",0
2018,5,City E Lions,7,71318222.61534953,Medium,Eastern,23,0,39,Forward,201.27365478537155,4,1541890.0971686235,3,6.870035348727999,4.594968408956629,5.435612180856374,5.7571883164351005,-1,0,0.0,"A Forward with 6.9 PPG, showing declining potential",0
2018,5,City E Lions,8,71318222.61534953,Medium,Eastern,23,0,24,Center,205.66340130519023,10,2831818.176105263,7,16.20985299004928,2.8284736615343324,2.2709211495546415,8.013759639346405,-1,3,0.30000000000000004,"A Center with 16.2 PPG, showing declining potential",0
2018,5,City E Lions,9,71318222.61534953,Medium,Eastern,23,0,35,Center,206.38623649837643,0,475709.4668300079,36,13.988681572893173,4.528504397218047,5.0323944944290995,8.463742296651414,-1,4,0.4,"A Center with 14.0 PPG, showing declining potential",0
2018,5,City E Lions,10,71318222.61534953,Medium,Eastern,23,0,29,Center,198.5144859499295,9,1592539.8623647348,4,15.031464046072202,1.8462162609537025,7.507076336195425,8.81857339757362,-1,0,0.0,"A Center with 15.0 PPG, showing declining potential",0
2018,5,City E Lions,11,71318222.61534953,Medium,Eastern,23,0,27,Center,188.70293145342382,14,-471644.5001272893,48,6.015523722647616,3.903031884037939,6.931407805112955,5.6565413958043145,-1,1,0.1,"A Center with 6.0 PPG, showing declining potential",0
2018,5,City E Lions,12,71318222.61534953,Medium,Eastern,23,0,32,Guard,201.69729284390374,11,2089393.9191456495,34,10.917559115438678,3.7063152464453313,6.595750676656538,7.457643423106032,-1,3,0.30000000000000004,"A Guard with 10.9 PPG, showing declining potential",0
2018,5,City E Lions,13,71318222.61534953,Medium,Eastern,23,0,21,Guard,206.96351126652488,4,2543483.152963778,25,15.174604635402995,2.4519112855379412,6.824341673655001,8.852717741919081,-1,1,0.1,"A Guard with 15.2 PPG, showing declining potential",0
2018,5,City E Lions,14,71318222.61534953,Medium,Eastern,23,0,36,Center,205.5253315234744,12,2295550.4509791527,37,-1.6317585674988848,6.021606436229052,-0.5827296425639394,0.9789596110999799,-1,1,0.1,"A Center with -1.6 PPG, showing declining potential",0
2018,5,City E Lions,15,71318222.61534953,Medium,Eastern,23,0,32,Guard,209.96940068278403,7,2242015.144067797,69,2.347606284063737,3.3303887602411537,6.7068100234089245,3.950202148720518,-1,1,0.1,"A Guard with 2.3 PPG, showing declining potential",0
2018,6,City F Lions,1,106769928.14988829,Small,Eastern,39,0,25,Center,195.847120860992,3,2970077.7779137264,32,13.603865245702888,3.1431324744387847,3.56702765970465,7.454594138524186,-1,1,0.1,"A Center with 13.6 PPG, showing declining potential",0
2018,6,City F Lions,2,106769928.14988829,Small,Eastern,39,0,23,Center,195.93725270610216,12,2260528.987074016,30,6.102869020612333,-1.3930292016640182,5.165467629255836,3.572879136522479,-1,4,0.4,"A Center with 6.1 PPG, showing declining potential",0
2018,6,City F Lions,3,106769928.14988829,Small,Eastern,39,0,33,Guard,225.05689209641972,1,2027264.7048188786,35,9.324498460425314,-0.26443615885703764,5.842892962754598,5.403336425339393,-1,4,0.4,"A Guard with 9.3 PPG, showing declining potential",0
2018,6,City F Lions,4,106769928.14988829,Small,Eastern,39,0,38,Center,198.88027479405383,5,2326423.365070714,71,1.602703589991048,1.7898738480161933,7.285756959306999,3.3637706781933767,-1,1,0.1,"A Center with 1.6 PPG, showing declining potential",0
2018,6,City F Lions,5,106769928.14988829,Small,Eastern,39,0,19,Center,202.1265576238302,7,3782163.618536079,36,12.951373095308941,1.4190510891093762,6.414405071407987,7.5305860862787855,-1,3,0.30000000000000004,"A Center with 13.0 PPG, showing declining potential",0
2018,6,City F Lions,6,106769928.14988829,Small,Eastern,39,0,27,Forward,196.7072629294418,9,1529718.5532705565,35,10.278624561443474,5.188383036941897,-0.07739388914445833,5.644746568916622,-1,0,0.0,"A Forward with 10.3 PPG, showing declining potential",0
2018,6,City F Lions,7,106769928.14988829,Small,Eastern,39,0,39,Guard,215.29550319460614,9,987895.6247398325,24,1.7257166406711537,-0.11149995174325689,-3.353906934346302,-0.34933540955840603,-1,2,0.2,"A Guard with 1.7 PPG, showing declining potential",0
2018,6,City F Lions,8,106769928.14988829,Small,Eastern,39,0,35,Center,204.71688105197842,3,470235.69682719215,69,6.408482919146257,4.811775222981006,2.982596451888454,4.901704670119341,-1,0,0.0,"A Center with 6.4 PPG, showing declining potential",0
2018,6,City F Lions,9,106769928.14988829,Small,Eastern,39,0,25,Guard,193.44890232809067,3,4276651.626398838,62,1.8534869472287383,3.0013982351143493,5.474767942860103,3.284244632283831,-1,0,0.0,"A Guard with 1.9 PPG, showing declining potential",0
2018,6,City F Lions,10,106769928.14988829,Small,Eastern,39,0,31,Forward,192.1745629476552,2,2674280.4687467753,61,7.131689965598818,1.9062821175192157,4.9017401893520045,4.895082678300893,-1,2,0.2,"A Forward with 7.1 PPG, showing declining potential",0
2018,6,City F Lions,11,106769928.14988829,Small,Eastern,39,0,36,Guard,194.56575228866234,13,2234814.086795566,37,19.090098039805575,2.2869358201118466,5.714888786364346,10.036586597865089,0,4,0.4,"A Guard with 19.1 PPG, showing stable potential",0
2018,6,City F Lions,12,106769928.14988829,Small,Eastern,39,0,25,Center,185.9248830528218,13,1222183.3124091246,33,8.190545143834981,2.8608203541739794,6.455947989681359,6.071248560690594,-1,4,0.4,"A Center with 8.2 PPG, showing declining potential",0
2018,6,City F Lions,13,106769928.14988829,Small,Eastern,39,0,26,Guard,192.2733285772653,8,1295529.89654047,58,6.358424250260571,8.142744719377566,5.4470161007009725,6.620297946127789,-1,0,0.0,"A Guard with 6.4 PPG, showing declining potential",0
2018,6,City F Lions,14,106769928.14988829,Small,Eastern,39,0,33,Guard,205.00477519420633,14,946741.2793550038,7,8.798373009209325,2.250358384900805,7.1328799046104745,6.334320690537114,-1,2,0.2,"A Guard with 8.8 PPG, showing declining potential",0
2018,6,City F Lions,15,106769928.14988829,Small,Eastern,39,0,34,Guard,204.4426331148604,5,1342766.6818825062,47,5.313221588883395,3.4618879127763273,2.8520725792213835,4.019476783152671,-1,0,0.0,"A Guard with 5.3 PPG, showing declining potential",0
2018,7,City G Lions,1,106522660.44484235,Medium,Western,10,0,33,Guard,187.48886423614698,3,3005102.162299656,66,7.462813570460089,-0.11325834704780746,6.818029854036919,4.996556880280769,-1,4,0.4,"A Guard with 7.5 PPG, showing declining potential",0
2018,7,City G Lions,2,106522660.44484235,Medium,Western,10,0,23,Forward,193.72689458322697,4,3251651.471399824,43,8.224838361766379,3.5149464691653156,5.853417767508621,6.100444615708732,-1,0,0.0,"A Forward with 8.2 PPG, showing declining potential",0
2018,7,City G Lions,3,106522660.44484235,Medium,Western,10,0,36,Center,200.38551515350892,0,2307801.7688920596,24,1.449158036716872,1.7542909937974331,3.7455708979721845,2.2296217822176336,-1,2,0.2,"A Center with 1.4 PPG, showing declining potential",0
2018,7,City G Lions,4,106522660.44484235,Medium,Western,10,0,32,Forward,187.11552620242676,6,2100817.4222540525,36,10.979226275488408,1.043254444769936,6.224758267143415,6.5720943237693685,-1,0,0.0,"A Forward with 11.0 PPG, showing declining potential",0
2018,7,City G Lions,5,106522660.44484235,Medium,Western,10,0,24,Forward,182.97416395762158,11,2256029.734313876,11,14.91345491972757,2.8022742459095684,11.893876927991247,10.374227320061273,0,1,0.1,"A Forward with 14.9 PPG, showing stable potential",0
2018,7,City G Lions,6,106522660.44484235,Medium,Western,10,0,31,Guard,181.59125768668355,9,720423.0332642985,45,8.259934568515806,3.397116725792584,0.6969050985234633,4.532180374701137,-1,4,0.4,"A Guard with 8.3 PPG, showing declining potential",0
2018,7,City G Lions,7,106522660.44484235,Medium,Western,10,0,29,Center,205.81022009865987,3,1024126.7470226672,53,15.268208983039198,7.162629313530283,4.086339084538228,9.481974112636234,-1,4,0.4,"A Center with 15.3 PPG, showing declining potential",0
2018,7,City G Lions,8,106522660.44484235,Medium,Western,10,0,19,Forward,194.24362173762225,13,2122009.8146453616,72,8.239135082002047,3.485040851225039,5.539536256184177,6.003027165023584,-1,0,0.0,"A Forward with 8.2 PPG, showing declining potential",0
2018,7,City G Lions,9,106522660.44484235,Medium,Western,10,0,29,Forward,196.65147727623886,8,2707751.9354554755,43,7.187666120528662,2.3844287666403754,3.023304734071391,4.497386498424994,-1,2,0.2,"A Forward with 7.2 PPG, showing declining potential",0
2018,7,City G Lions,10,106522660.44484235,Medium,Western,10,0,35,Guard,206.6373721388802,0,3010141.4604286184,46,13.458103404754338,5.572296910212885,7.414409536201416,9.279253295826026,-1,0,0.0,"A Guard with 13.5 PPG, showing declining potential",0
2018,7,City G Lions,11,106522660.44484235,Medium,Western,10,0,36,Guard,209.30253345953543,11,2429618.219132586,22,11.038438435815555,0.4980073380363059,12.817932400878554,8.41015729600068,-1,4,0.4,"A Guard with 11.0 PPG, showing declining potential",0
2018,7,City G Lions,12,106522660.44484235,Medium,Western,10,0,25,Guard,198.07220212761393,10,1845963.2840332678,81,16.78316691091727,-2.4249809836959475,9.04356734398711,8.698842672454257,-1,2,0.2,"A Guard with 16.8 PPG, showing declining potential",0
2018,7,City G Lions,13,106522660.44484235,Medium,Western,10,0,30,Guard,212.97406114862625,1,2079657.8575275869,54,15.066580180276768,5.888346157097937,-0.7135362155955143,7.579075054561435,-1,0,0.0,"A Guard with 15.1 PPG, showing declining potential",0
2018,7,City G Lions,14,106522660.44484235,Medium,Western,10,0,22,Guard,212.30161313457145,0,2836061.051159524,15,15.050684996127222,2.6074776014474215,1.7176876985046587,7.3178235884365135,-1,1,0.1,"A Guard with 15.1 PPG, showing declining potential",0
2018,7,City G Lions,15,106522660.44484235,Medium,Western,10,0,31,Guard,176.28384335234506,1,1482711.5498996277,56,17.0467372009279,-0.21081798236912475,6.703560421313814,8.766517612054567,-1,0,0.0,"A Guard with 17.0 PPG, showing declining potential",0
2018,8,City H Wolves,1,91089949.57198456,Large,Western,14,0,19,Forward,214.533844771177,0,1699639.5119113715,29,5.9760654166983755,3.909126964599311,7.232114811947484,5.732798699643389,-1,4,0.4,"A Forward with 6.0 PPG, showing declining potential",0
2018,8,City H Wolves,2,91089949.57198456,Large,Western,14,0,34,Guard,197.54930381683664,3,1116842.754903523,11,12.815394369862855,-0.06505468383464263,7.494628273127848,7.355029824733104,-1,1,0.1,"A Guard with 12.8 PPG, showing declining potential",0
2018,8,City H Wolves,3,91089949.57198456,Large,Western,14,0,25,Center,202.07612688228065,7,2166452.208213056,73,12.462256320040746,2.7435769478097787,3.4965800981642903,6.856949641808519,-1,0,0.0,"A Center with 12.5 PPG, showing declining potential",0
2018,8,City H Wolves,4,91089949.57198456,Large,Western,14,0,35,Forward,193.62612872693484,4,3189016.531107552,53,8.133003658117152,0.6528595859757496,7.387719514542422,5.665375193402312,-1,2,0.2,"A Forward with 8.1 PPG, showing declining potential",0
