DATE,NYXRSA
1995-02-01,78.78314550382599
1995-03-01,78.56712578758601
1995-04-01,78.445752105467
1995-05-01,78.43491223775
1995-06-01,78.431816277379
1995-07-01,78.45318230169501
1995-08-01,78.436776947182
1995-09-01,78.50593284525
1995-10-01,78.671245206344
1995-11-01,78.744808626285
1995-12-01,78.854899482344
1996-01-01,78.950194966477
1996-02-01,79.218412304539
1996-03-01,79.501622605337
1996-04-01,79.608552922449
1996-05-01,79.775818252061
1996-06-01,79.366330051409
1996-07-01,79.43090509035301
1996-08-01,79.562913709977
1996-09-01,79.759529837042
1996-10-01,79.89128329792901
1996-11-01,79.916579388697
1996-12-01,80.197635094745
1997-01-01,80.435988769001
1997-02-01,80.594880545506
1997-03-01,80.58976499018401
1997-04-01,80.674442121975
1997-05-01,80.954136323281
1997-06-01,81.393611647153
1997-07-01,81.777253494443
1997-08-01,81.942905176523
1997-09-01,82.061190836169
1997-10-01,82.341913798427
1997-11-01,82.821547926822
1997-12-01,83.273033077529
1998-01-01,83.730166947678
1998-02-01,84.412177184702
1998-03-01,84.94315256820799
1998-04-01,85.416571736227
1998-05-01,85.98712484756001
1998-06-01,86.48242610900101
1998-07-01,87.161183310912
1998-08-01,87.66588550091299
1998-09-01,88.22858050229999
1998-10-01,88.73920322555901
1998-11-01,89.259598103606
1998-12-01,89.558397787603
1999-01-01,89.856185965243
1999-02-01,90.51220494517
1999-03-01,91.285557984587
1999-04-01,92.27485358350701
1999-05-01,93.00047383987601
1999-06-01,94.035052539327
1999-07-01,94.939698368546
1999-08-01,96.024203872089
1999-09-01,96.791174845548
1999-10-01,97.59161811858401
1999-11-01,98.400075036003
1999-12-01,99.351966697834
2000-01-01,100.339230032339
2000-02-01,101.24065674594601
2000-03-01,102.060631289748
2000-04-01,103.132503543207
2000-05-01,104.915868589697
2000-06-01,106.064699430115
2000-07-01,107.020291059413
2000-08-01,108.02474980982402
2000-09-01,108.825510209816
2000-10-01,109.78600361958901
2000-11-01,110.636684400213
2000-12-01,111.839543467422
2001-01-01,112.93625850577101
2001-02-01,114.25195255006399
2001-03-01,115.314224061726
2001-04-01,116.364966554468
2001-05-01,116.97820852363
2001-06-01,118.07506809340799
2001-07-01,119.223207209024
2001-08-01,120.586368215884
2001-09-01,121.98300361308
2001-10-01,123.094915084751
2001-11-01,124.40443922993099
2001-12-01,124.57533645171002
2002-01-01,125.379914973691
2002-02-01,126.097710715753
2002-03-01,127.32063719707399
2002-04-01,128.693019066777
2002-05-01,130.484808209568
2002-06-01,132.495632279229
2002-07-01,134.854409954351
2002-08-01,137.003348617617
2002-09-01,138.826656779112
2002-10-01,140.801751441176
2002-11-01,142.84348797893
2002-12-01,144.91360478426
2003-01-01,146.638990740766
2003-02-01,147.937101158212
2003-03-01,149.21631825514
2003-04-01,150.33989505546498
2003-05-01,151.491933983672
2003-06-01,152.247026018497
2003-07-01,153.289684325285
2003-08-01,154.486737071999
2003-09-01,156.363150692848
2003-10-01,157.976731787462
2003-11-01,160.016233145772
2003-12-01,161.89445622641
2004-01-01,163.64281324714702
2004-02-01,165.450287308182
2004-03-01,167.47981916235
2004-04-01,169.142337683978
2004-05-01,171.144164734154
2004-06-01,173.34739668331198
2004-07-01,175.648200958108
2004-08-01,177.28347092187198
2004-09-01,179.122369510108
2004-10-01,181.12495074596401
2004-11-01,182.928589102464
2004-12-01,184.599160648114
2005-01-01,187.172009653465
2005-02-01,189.79226857926201
2005-03-01,193.188482891779
2005-04-01,195.170674110708
2005-05-01,196.732264044003
2005-06-01,198.19712752686598
2005-07-01,199.81102500447798
2005-08-01,201.498800138834
2005-09-01,204.07555661597002
2005-10-01,206.67929027072103
2005-11-01,209.321213078096
2005-12-01,212.05222637218003
2006-01-01,213.50446727554
2006-02-01,215.053666083568
2006-03-01,215.71965008097598
2006-04-01,216.450819537198
2006-05-01,216.617850083466
2006-06-01,216.194255490309
2006-07-01,215.049596601833
2006-08-01,213.09570867821
2006-09-01,213.02669208244598
2006-10-01,213.027319678172
2006-11-01,213.158904071085
2006-12-01,213.252398549531
2007-01-01,212.90914448869802
2007-02-01,213.31091174618197
2007-03-01,214.248860834711
2007-04-01,213.628645170547
2007-05-01,211.87495316595403
2007-06-01,209.706823452652
2007-07-01,207.774280805425
2007-08-01,205.371527634768
2007-09-01,204.866528080914
2007-10-01,203.95820165131698
2007-11-01,203.295047267381
2007-12-01,201.718483868177
2008-01-01,200.803400259803
2008-02-01,199.440705775163
2008-03-01,198.826855005735
2008-04-01,197.175365753875
2008-05-01,195.838877293651
2008-06-01,194.838502731951
2008-07-01,192.56408375319901
2008-08-01,191.06997301428902
2008-09-01,189.65624196502102
2008-10-01,187.808349982477
2008-11-01,185.50594175663602
2008-12-01,183.31460021591
2009-01-01,181.570121344743
2009-02-01,179.337728839128
2009-03-01,176.18840042641102
2009-04-01,173.396559445857
2009-05-01,172.861804246474
2009-06-01,172.24884856863
2009-07-01,172.293772621745
2009-08-01,172.315304138317
2009-09-01,172.42531952985198
2009-10-01,172.38327351187598
2009-11-01,171.76922449008998
2009-12-01,171.967524849313
2010-01-01,172.359840668596
2010-02-01,172.44046444724302
2010-03-01,172.262827753771
2010-04-01,171.972994666816
2010-05-01,172.285765328508
2010-06-01,172.55450711231998
2010-07-01,172.83227697686797
2010-08-01,171.86058886720403
2010-09-01,171.602840692711
2010-10-01,169.28875547970802
2010-11-01,168.780961974113
2010-12-01,168.306151783654
2011-01-01,167.191340764795
2011-02-01,166.610290390414
2011-03-01,165.505480669445
2011-04-01,167.130275269139
2011-05-01,166.83579097029
2011-06-01,166.285722221923
2011-07-01,167.04451980411199
2011-08-01,166.69285242530898
2011-09-01,166.94982808877398
2011-10-01,165.141774230494
2011-11-01,164.31225514229098
2011-12-01,162.98678991955
2012-01-01,162.106982986664
2012-02-01,161.131994944644
2012-03-01,160.531911336202
2012-04-01,160.99246062364298
2012-05-01,161.721529505863
2012-06-01,162.561535570071
2012-07-01,162.595356120216
2012-08-01,162.949858594792
2012-09-01,163.35022271460699
2012-10-01,163.11513387713
2012-11-01,162.495985226865
2012-12-01,162.705797034284
2013-01-01,162.798161035339
2013-02-01,163.77346872541
2013-03-01,163.27177893092698
2013-04-01,164.814324075917
2013-05-01,166.01817550925898
2013-06-01,167.080985911878
2013-07-01,167.913415389635
2013-08-01,168.938819820091
2013-09-01,170.347711694869
2013-10-01,171.403241526085
2013-11-01,172.484435516769
2013-12-01,172.82554882295503
2014-01-01,173.556560995023
2014-02-01,173.56647959251202
2014-03-01,173.44604796949298
2014-04-01,173.31639373518996
2014-05-01,173.47759586310698
2014-06-01,174.16815904266002
2014-07-01,174.689975554657
2014-08-01,174.865156329716
2014-09-01,174.84457319334098
2014-10-01,174.795085972925
2014-11-01,174.63994624011397
2014-12-01,175.561010506708
2015-01-01,176.144323190707
2015-02-01,176.85158128970298
2015-03-01,176.696974740834
2015-04-01,177.644702456588
2015-05-01,178.214274538711
2015-06-01,178.643725827705
2015-07-01,178.84346669309397
2015-08-01,179.12094810271702
2015-09-01,179.341964096231
2015-10-01,179.669034912173
2015-11-01,180.30306336641002
2015-12-01,180.44244295629503
2016-01-01,180.51168186356497
2016-02-01,180.76184577166
2016-03-01,181.24765594386102
2016-04-01,182.025617886339
2016-05-01,182.18173331964002
2016-06-01,182.770914185163
2016-07-01,183.253874913017
2016-08-01,183.701314430591
2016-09-01,183.78017515961002
2016-10-01,183.790728349744
2016-11-01,184.998589927837
2016-12-01,185.705966413488
2017-01-01,187.07253801298302
2017-02-01,187.566118871864
2017-03-01,188.55387422490003
2017-04-01,189.347428149255
2017-05-01,189.822260175931
2017-06-01,190.014719508289
2017-07-01,190.799988837803
2017-08-01,192.043857458404
2017-09-01,193.46386047712
2017-10-01,194.45670195874
2017-11-01,195.241432502371
2017-12-01,195.74490482862598
2018-01-01,196.644221739167
2018-02-01,198.15874216863202
2018-03-01,197.834179917213
2018-04-01,197.415352830946
2018-05-01,197.626011449071
2018-06-01,197.932666337603
2018-07-01,197.972152849084
2018-08-01,198.721412370673
2018-09-01,199.45036571343002
2018-10-01,200.168503585364
2018-11-01,200.70914733147
2018-12-01,201.190674932735
2019-01-01,201.62679882410401
2019-02-01,202.07589794005798
2019-03-01,200.84802575156996
2019-04-01,200.65795798830501
2019-05-01,200.67402999823003
2019-06-01,200.51940996988702
2019-07-01,200.185566982463
2019-08-01,200.88428095894199
2019-09-01,201.481663609479
2019-10-01,202.21701936078
2019-11-01,202.411538752552
2019-12-01,203.14171853432998
2020-01-01,203.626206827267
2020-02-01,205.160741384364
2020-03-01,204.752229506098
2020-04-01,204.591144191469
2020-05-01,204.057147818801
2020-06-01,204.05863708488
2020-07-01,204.655641494231
2020-08-01,207.98773563361098
2020-09-01,211.714638518876
2020-10-01,216.02547143436902
2020-11-01,220.599004809344
2020-12-01,224.33643571672403
2021-01-01,227.835605083672
2021-02-01,230.584852736843
2021-03-01,232.46176759507003
2021-04-01,234.83176313669398
2021-05-01,237.505234161424
2021-06-01,239.975552388447
2021-07-01,242.266507366606
2021-08-01,244.511655395469
2021-09-01,246.543470829581
2021-10-01,248.637601286813
2021-11-01,251.23871534451303
2021-12-01,254.62186137980098
2022-01-01,257.70983625879103
2022-02-01,261.949816966808
2022-03-01,265.397744352714
2022-04-01,269.463580687163
2022-05-01,272.50152392161897
2022-06-01,275.640023118233
2022-07-01,275.855829045014
2022-08-01,275.755843747657
2022-09-01,274.37233653944304
2022-10-01,273.720682519415
2022-11-01,273.817745725677
2022-12-01,273.735746145107
2023-01-01,273.99705402189
2023-02-01,274.163666216244
2023-03-01,276.32426687216
2023-04-01,278.54507132175803
2023-05-01,281.711877727812
2023-06-01,284.703223101032
2023-07-01,287.163744858558
2023-08-01,290.037457989174
2023-09-01,292.700766495715
2023-10-01,294.431053807483
2023-11-01,295.651088911123
2023-12-01,296.538194705906
2024-01-01,296.938746067275
2024-02-01,300.058620271403
2024-03-01,303.080377617889
2024-04-01,305.871093998729
2024-05-01,308.74304170164197
2024-06-01,310.943882077656
2024-07-01,312.519729944331
2024-08-01,313.445323762081
